Date,Measure,Value
2019-01-02,flights,5147.0
2019-01-03,flights,5518.0
2019-01-04,flights,5588.0
2019-01-05,flights,4798.0
2019-01-06,flights,5329.0
2019-01-07,flights,5288.0
2019-01-08,flights,4670.0
2019-01-09,flights,4702.0
2019-01-10,flights,5056.0
2019-01-11,flights,5330.0
2019-01-12,flights,4227.0
2019-01-13,flights,4848.0
2019-01-14,flights,5147.0
2019-01-15,flights,4596.0
2019-01-16,flights,4625.0
2019-01-17,flights,5068.0
2019-01-18,flights,5426.0
2019-01-19,flights,4172.0
2019-01-20,flights,4929.0
2019-01-21,flights,5167.0
2019-01-22,flights,4550.0
2019-01-23,flights,4611.0
2019-01-24,flights,5089.0
2019-01-25,flights,5444.0
2019-01-26,flights,4215.0
2019-01-27,flights,4899.0
2019-01-28,flights,5252.0
2019-01-29,flights,4638.0
2019-01-30,flights,4686.0
2019-01-31,flights,5026.0
2019-02-01,flights,5182.0
2019-02-02,flights,4362.0
2019-02-03,flights,5044.0
2019-02-04,flights,5262.0
2019-02-05,flights,4767.0
2019-02-06,flights,4867.0
2019-02-07,flights,5363.0
2019-02-08,flights,5508.0
2019-02-09,flights,4499.0
2019-02-10,flights,5098.0
2019-02-11,flights,5475.0
2019-02-12,flights,5046.0
2019-02-13,flights,5035.0
2019-02-14,flights,5548.0
2019-02-15,flights,5961.0
2019-02-16,flights,5054.0
2019-02-17,flights,5290.0
2019-02-18,flights,5529.0
2019-02-19,flights,5154.0
2019-02-20,flights,5026.0
2019-02-21,flights,5527.0
2019-02-22,flights,5611.0
2019-02-23,flights,4981.0
2019-02-24,flights,5692.0
2019-02-25,flights,5621.0
2019-02-26,flights,5200.0
2019-02-27,flights,5122.0
2019-02-28,flights,5569.0
2019-03-01,flights,5818.0
2019-03-02,flights,4657.0
2019-03-03,flights,5144.0
2019-03-04,flights,5590.0
2019-03-05,flights,5140.0
2019-03-06,flights,5112.0
2019-03-07,flights,5581.0
2019-03-08,flights,5833.0
2019-03-09,flights,4621.0
2019-03-10,flights,5184.0
2019-03-11,flights,5693.0
2019-03-12,flights,5089.0
2019-03-13,flights,5076.0
2019-03-14,flights,5583.0
2019-03-15,flights,5883.0
2019-03-16,flights,4673.0
2019-03-17,flights,5324.0
2019-03-18,flights,5693.0
2019-03-19,flights,5209.0
2019-03-20,flights,5182.0
2019-03-21,flights,5665.0
2019-03-22,flights,5891.0
2019-03-23,flights,4670.0
2019-03-24,flights,5313.0
2019-03-25,flights,5621.0
2019-03-26,flights,5233.0
2019-03-27,flights,5243.0
2019-03-28,flights,5709.0
2019-03-29,flights,5985.0
2019-03-30,flights,4788.0
2019-03-31,flights,5361.0
2019-04-01,flights,6058.0
2019-04-02,flights,5832.0
2019-04-03,flights,5915.0
2019-04-04,flights,6078.0
2019-04-05,flights,6288.0
2019-04-06,flights,5353.0
2019-04-07,flights,5710.0
2019-04-08,flights,6125.0
2019-04-09,flights,5946.0
2019-04-10,flights,6064.0
2019-04-11,flights,6198.0
2019-04-12,flights,6372.0
2019-04-13,flights,5367.0
2019-04-14,flights,5761.0
2019-04-15,flights,6119.0
2019-04-16,flights,5930.0
2019-04-17,flights,5989.0
2019-04-18,flights,6268.0
2019-04-19,flights,5859.0
2019-04-20,flights,5174.0
2019-04-21,flights,5555.0
2019-04-22,flights,5903.0
2019-04-23,flights,5999.0
2019-04-24,flights,5983.0
2019-04-25,flights,6106.0
2019-04-26,flights,6253.0
2019-04-27,flights,5172.0
2019-04-28,flights,5677.0
2019-04-29,flights,6201.0
2019-04-30,flights,6085.0
2019-05-01,flights,6157.0
2019-05-02,flights,6396.0
2019-05-03,flights,6677.0
2019-05-04,flights,5474.0
2019-05-05,flights,5900.0
2019-05-06,flights,6076.0
2019-05-07,flights,6373.0
2019-05-08,flights,6286.0
2019-05-09,flights,6207.0
2019-05-10,flights,6672.0
2019-05-11,flights,5601.0
2019-05-12,flights,6121.0
2019-05-13,flights,6457.0
2019-05-14,flights,6284.0
2019-05-15,flights,6331.0
2019-05-16,flights,6509.0
2019-05-17,flights,6632.0
2019-05-18,flights,5686.0
2019-05-19,flights,6007.0
2019-05-20,flights,6644.0
2019-05-21,flights,6258.0
2019-05-22,flights,6498.0
2019-05-23,flights,6702.0
2019-05-24,flights,7089.0
2019-05-25,flights,6003.0
2019-05-26,flights,6175.0
2019-05-27,flights,6445.0
2019-05-28,flights,6589.0
2019-05-29,flights,6618.0
2019-05-30,flights,6745.0
2019-05-31,flights,6970.0
2019-06-01,flights,6130.0
2019-06-02,flights,6747.0
2019-06-03,flights,6819.0
2019-06-04,flights,6654.0
2019-06-05,flights,6765.0
2019-06-06,flights,6896.0
2019-06-07,flights,6915.0
2019-06-08,flights,5978.0
2019-06-09,flights,6283.0
2019-06-10,flights,6762.0
2019-06-11,flights,6653.0
2019-06-12,flights,6608.0
2019-06-13,flights,6953.0
2019-06-14,flights,7015.0
2019-06-15,flights,5998.0
2019-06-16,flights,6445.0
2019-06-17,flights,6934.0
2019-06-18,flights,6684.0
2019-06-19,flights,6745.0
2019-06-20,flights,6995.0
2019-06-21,flights,7038.0
2019-06-22,flights,5990.0
2019-06-23,flights,6433.0
2019-06-24,flights,6833.0
2019-06-25,flights,6711.0
2019-06-26,flights,6766.0
2019-06-27,flights,7039.0
2019-06-28,flights,7010.0
2019-06-29,flights,6014.0
2019-06-30,flights,6464.0
2019-07-01,flights,6932.0
2019-07-02,flights,6749.0
2019-07-03,flights,6794.0
2019-07-04,flights,7034.0
2019-07-05,flights,7080.0
2019-07-06,flights,6118.0
2019-07-07,flights,6454.0
2019-07-08,flights,6889.0
2019-07-09,flights,6707.0
2019-07-10,flights,6704.0
2019-07-11,flights,7010.0
2019-07-12,flights,7002.0
2019-07-13,flights,6199.0
2019-07-14,flights,6555.0
2019-07-15,flights,6958.0
2019-07-16,flights,6667.0
2019-07-17,flights,6795.0
2019-07-18,flights,6972.0
2019-07-19,flights,6950.0
2019-07-20,flights,6091.0
2019-07-21,flights,6432.0
2019-07-22,flights,6836.0
2019-07-23,flights,6651.0
2019-07-24,flights,6667.0
2019-07-25,flights,6519.0
2019-07-26,flights,6807.0
2019-07-27,flights,6074.0
2019-07-28,flights,6338.0
2019-07-29,flights,6799.0
2019-07-30,flights,6639.0
2019-07-31,flights,6726.0
2019-08-01,flights,6871.0
2019-08-02,flights,6911.0
2019-08-03,flights,6134.0
2019-08-04,flights,6398.0
2019-08-05,flights,6740.0
2019-08-06,flights,6527.0
2019-08-07,flights,6454.0
2019-08-08,flights,6808.0
2019-08-09,flights,6716.0
2019-08-10,flights,5992.0
2019-08-11,flights,6422.0
2019-08-12,flights,6735.0
2019-08-13,flights,6592.0
2019-08-14,flights,6613.0
2019-08-15,flights,6786.0
2019-08-16,flights,6886.0
2019-08-17,flights,6063.0
2019-08-18,flights,6418.0
2019-08-19,flights,6783.0
2019-08-20,flights,6638.0
2019-08-21,flights,6716.0
2019-08-22,flights,6859.0
2019-08-23,flights,6955.0
2019-08-24,flights,6081.0
2019-08-25,flights,6394.0
2019-08-26,flights,6541.0
2019-08-27,flights,6710.0
2019-08-28,flights,6779.0
2019-08-29,flights,6956.0
2019-08-30,flights,7065.0
2019-08-31,flights,6201.0
2019-09-01,flights,6378.0
2019-09-02,flights,6917.0
2019-09-03,flights,6723.0
2019-09-04,flights,6723.0
2019-09-05,flights,6964.0
2019-09-06,flights,6850.0
2019-09-07,flights,5997.0
2019-09-08,flights,6507.0
2019-09-09,flights,6096.0
2019-09-10,flights,5926.0
2019-09-11,flights,6656.0
2019-09-12,flights,6948.0
2019-09-13,flights,7047.0
2019-09-14,flights,5965.0
2019-09-15,flights,6467.0
2019-09-16,flights,6847.0
2019-09-17,flights,6663.0
2019-09-18,flights,6678.0
2019-09-19,flights,6920.0
2019-09-20,flights,7020.0
2019-09-21,flights,5884.0
2019-09-22,flights,6361.0
2019-09-23,flights,6793.0
2019-09-24,flights,6413.0
2019-09-25,flights,6637.0
2019-09-26,flights,6879.0
2019-09-27,flights,6472.0
2019-09-28,flights,5771.0
2019-09-29,flights,6296.0
2019-09-30,flights,6755.0
2019-10-01,flights,6154.0
2019-10-02,flights,6418.0
2019-10-03,flights,6575.0
2019-10-04,flights,6743.0
2019-10-05,flights,5520.0
2019-10-06,flights,6146.0
2019-10-07,flights,6439.0
2019-10-08,flights,6000.0
2019-10-09,flights,6044.0
2019-10-10,flights,6428.0
2019-10-11,flights,6569.0
2019-10-12,flights,5337.0
2019-10-13,flights,5938.0
2019-10-14,flights,6366.0
2019-10-15,flights,6110.0
2019-10-16,flights,6102.0
2019-10-17,flights,6393.0
2019-10-18,flights,6623.0
2019-10-19,flights,5475.0
2019-10-20,flights,5965.0
2019-10-21,flights,6388.0
2019-10-22,flights,6036.0
2019-10-23,flights,6156.0
2019-10-24,flights,6418.0
2019-10-25,flights,6431.0
2019-10-26,flights,5389.0
2019-10-27,flights,5607.0
2019-10-28,flights,5935.0
2019-10-29,flights,5563.0
2019-10-30,flights,5483.0
2019-10-31,flights,5833.0
2019-11-01,flights,5874.0
2019-11-02,flights,4674.0
2019-11-03,flights,5413.0
2019-11-04,flights,5683.0
2019-11-05,flights,5112.0
2019-11-06,flights,4902.0
2019-11-07,flights,5301.0
2019-11-08,flights,5692.0
2019-11-09,flights,4123.0
2019-11-10,flights,5099.0
2019-11-11,flights,5503.0
2019-11-12,flights,4732.0
2019-11-13,flights,4695.0
2019-11-14,flights,5289.0
2019-11-15,flights,5701.0
2019-11-16,flights,4089.0
2019-11-17,flights,5031.0
2019-11-18,flights,5423.0
2019-11-19,flights,4671.0
2019-11-20,flights,4736.0
2019-11-21,flights,5171.0
2019-11-22,flights,5650.0
2019-11-23,flights,3954.0
2019-11-24,flights,4948.0
2019-11-25,flights,5267.0
2019-11-26,flights,4679.0
2019-11-27,flights,4726.0
2019-11-28,flights,5182.0
2019-11-29,flights,5512.0
2019-11-30,flights,4004.0
2019-12-01,flights,5024.0
2019-12-02,flights,5507.0
2019-12-03,flights,4955.0
2019-12-04,flights,5054.0
2019-12-05,flights,5257.0
2019-12-06,flights,5641.0
2019-12-07,flights,4227.0
2019-12-08,flights,5070.0
2019-12-09,flights,5570.0
2019-12-10,flights,4890.0
2019-12-11,flights,5109.0
2019-12-12,flights,5464.0
2019-12-13,flights,5821.0
2019-12-14,flights,4607.0
2019-12-15,flights,5245.0
2019-12-16,flights,5579.0
2019-12-17,flights,5033.0
2019-12-18,flights,5156.0
2019-12-19,flights,5800.0
2019-12-20,flights,5933.0
2019-12-21,flights,5070.0
2019-12-22,flights,5380.0
2019-12-23,flights,5494.0
2019-12-24,flights,3883.0
2019-12-25,flights,1386.0
2019-12-26,flights,4498.0
2019-12-27,flights,5513.0
2019-12-28,flights,4894.0
2019-12-29,flights,5220.0
2019-12-30,flights,5140.0
2019-12-31,flights,4112.0
2020-01-01,flights,3950.0
2020-01-02,flights,5252.0
2020-01-03,flights,5536.0
2020-01-04,flights,4844.0
2020-01-05,flights,5390.0
2020-01-06,flights,5245.0
2020-01-07,flights,4630.0
2020-01-08,flights,4474.0
2020-01-09,flights,4801.0
2020-01-10,flights,5297.0
2020-01-11,flights,4199.0
2020-01-12,flights,4950.0
2020-01-13,flights,4825.0
2020-01-14,flights,4120.0
2020-01-15,flights,4362.0
2020-01-16,flights,4786.0
2020-01-17,flights,5310.0
2020-01-18,flights,4155.0
2020-01-19,flights,4990.0
2020-01-20,flights,5023.0
2020-01-21,flights,4364.0
2020-01-22,flights,4242.0
2020-01-23,flights,4886.0
2020-01-24,flights,5436.0
2020-01-25,flights,4135.0
2020-01-26,flights,4934.0
2020-01-27,flights,5031.0
2020-01-28,flights,4325.0
2020-01-29,flights,4404.0
2020-01-30,flights,4866.0
2020-01-31,flights,5414.0
2020-02-01,flights,4298.0
2020-02-02,flights,4969.0
2020-02-03,flights,5127.0
2020-02-04,flights,4524.0
2020-02-05,flights,4605.0
2020-02-06,flights,5058.0
2020-02-07,flights,5525.0
2020-02-08,flights,4410.0
2020-02-09,flights,3171.0
2020-02-10,flights,5056.0
2020-02-11,flights,4579.0
2020-02-12,flights,4801.0
2020-02-13,flights,5299.0
2020-02-14,flights,5870.0
2020-02-15,flights,4506.0
2020-02-16,flights,4927.0
2020-02-17,flights,5392.0
2020-02-18,flights,4958.0
2020-02-19,flights,4906.0
2020-02-20,flights,5306.0
2020-02-21,flights,5722.0
2020-02-22,flights,4845.0
2020-02-23,flights,5460.0
2020-02-24,flights,5593.0
2020-02-25,flights,5162.0
2020-02-26,flights,5050.0
2020-02-27,flights,5448.0
2020-02-28,flights,5685.0
2020-02-29,flights,4531.0
2020-03-01,flights,5266.0
2020-03-02,flights,5503.0
2020-03-03,flights,5089.0
2020-03-04,flights,4891.0
2020-03-05,flights,4995.0
2020-03-06,flights,5309.0
2020-03-07,flights,4340.0
2020-03-08,flights,4953.0
2020-03-09,flights,5175.0
2020-03-10,flights,4470.0
2020-03-11,flights,4332.0
2020-03-12,flights,4903.0
2020-03-13,flights,5158.0
2020-03-14,flights,4093.0
2020-03-15,flights,4448.0
2020-03-16,flights,4489.0
2020-03-17,flights,3575.0
2020-03-18,flights,3258.0
2020-03-19,flights,3278.0
2020-03-20,flights,3265.0
2020-03-21,flights,1926.0
2020-03-22,flights,1904.0
2020-03-23,flights,1663.0
2020-03-24,flights,1348.0
2020-03-25,flights,1071.0
2020-03-26,flights,1098.0
2020-03-27,flights,1053.0
2020-03-28,flights,733.0
2020-03-29,flights,706.0
2020-03-30,flights,658.0
2020-03-31,flights,677.0
2020-04-01,flights,680.0
2020-04-02,flights,642.0
2020-04-03,flights,667.0
2020-04-04,flights,465.0
2020-04-05,flights,462.0
2020-04-06,flights,506.0
2020-04-07,flights,564.0
2020-04-08,flights,591.0
2020-04-09,flights,563.0
2020-04-10,flights,473.0
2020-04-11,flights,341.0
2020-04-12,flights,346.0
2020-04-13,flights,353.0
2020-04-14,flights,501.0
2020-04-15,flights,563.0
2020-04-16,flights,585.0
2020-04-17,flights,553.0
2020-04-18,flights,391.0
2020-04-19,flights,399.0
2020-04-20,flights,542.0
2020-04-21,flights,530.0
2020-04-22,flights,613.0
2020-04-23,flights,602.0
2020-04-24,flights,602.0
2020-04-25,flights,417.0
2020-04-26,flights,406.0
2020-04-27,flights,561.0
2020-04-28,flights,564.0
2020-04-29,flights,642.0
2020-04-30,flights,643.0
2020-05-01,flights,611.0
2020-05-02,flights,416.0
2020-05-03,flights,474.0
2020-05-04,flights,585.0
2020-05-05,flights,603.0
2020-05-06,flights,714.0
2020-05-07,flights,678.0
2020-05-08,flights,573.0
2020-05-09,flights,432.0
2020-05-10,flights,513.0
2020-05-11,flights,638.0
2020-05-12,flights,659.0
2020-05-13,flights,697.0
2020-05-14,flights,694.0
2020-05-15,flights,707.0
2020-05-16,flights,486.0
2020-05-17,flights,497.0
2020-05-18,flights,684.0
2020-05-19,flights,658.0
2020-05-20,flights,761.0
2020-05-21,flights,692.0
2020-05-22,flights,696.0
2020-05-23,flights,562.0
2020-05-24,flights,554.0
2020-05-25,flights,628.0
2020-05-26,flights,750.0
2020-05-27,flights,820.0
2020-05-28,flights,729.0
2020-05-29,flights,841.0
2020-05-30,flights,553.0
2020-05-31,flights,551.0
2020-06-01,flights,714.0
2020-06-02,flights,819.0
2020-06-03,flights,891.0
2020-06-04,flights,888.0
2020-06-05,flights,939.0
2020-06-06,flights,694.0
2020-06-07,flights,728.0
2020-06-08,flights,793.0
2020-06-09,flights,772.0
2020-06-10,flights,834.0
2020-06-11,flights,780.0
2020-06-12,flights,844.0
2020-06-13,flights,555.0
2020-06-14,flights,617.0
2020-06-15,flights,863.0
2020-06-16,flights,831.0
2020-06-17,flights,884.0
2020-06-18,flights,903.0
2020-06-19,flights,933.0
2020-06-20,flights,612.0
2020-06-21,flights,731.0
2020-06-22,flights,998.0
2020-06-23,flights,950.0
2020-06-24,flights,1012.0
2020-06-25,flights,1054.0
2020-06-26,flights,1051.0
2020-06-27,flights,718.0
2020-06-28,flights,767.0
2020-06-29,flights,963.0
2020-06-30,flights,1023.0
2020-07-01,flights,1583.0
2020-07-02,flights,1556.0
2020-07-03,flights,1669.0
2020-07-04,flights,1337.0
2020-07-05,flights,1413.0
2020-07-06,flights,1602.0
2020-07-07,flights,1533.0
2020-07-08,flights,1606.0
2020-07-09,flights,1691.0
2020-07-10,flights,1907.0
2020-07-11,flights,1548.0
2020-07-12,flights,1594.0
2020-07-13,flights,1698.0
2020-07-14,flights,1676.0
2020-07-15,flights,1881.0
2020-07-16,flights,2115.0
2020-07-17,flights,2264.0
2020-07-18,flights,1994.0
2020-07-19,flights,2030.0
2020-07-20,flights,2138.0
2020-07-21,flights,2044.0
2020-07-22,flights,2101.0
2020-07-23,flights,2166.0
2020-07-24,flights,2419.0
2020-07-25,flights,2223.0
2020-07-26,flights,2237.0
2020-07-27,flights,2156.0
2020-07-28,flights,2066.0
2020-07-29,flights,2163.0
2020-07-30,flights,2191.0
2020-07-31,flights,2529.0
2020-08-01,flights,2816.0
2020-08-02,flights,2765.0
2020-08-03,flights,2865.0
2020-08-04,flights,2499.0
2020-08-05,flights,2578.0
2020-08-06,flights,2687.0
2020-08-07,flights,2977.0
2020-08-08,flights,2688.0
2020-08-09,flights,2775.0
2020-08-10,flights,2832.0
2020-08-11,flights,2491.0
2020-08-12,flights,2544.0
2020-08-13,flights,2566.0
2020-08-14,flights,3018.0
2020-08-15,flights,2702.0
2020-08-16,flights,2779.0
2020-08-17,flights,2780.0
2020-08-18,flights,2502.0
2020-08-19,flights,2621.0
2020-08-20,flights,2712.0
2020-08-21,flights,2963.0
2020-08-22,flights,2726.0
2020-08-23,flights,2831.0
2020-08-24,flights,2922.0
2020-08-25,flights,2513.0
2020-08-26,flights,2694.0
2020-08-27,flights,2800.0
2020-08-28,flights,3154.0
2020-08-29,flights,2813.0
2020-08-30,flights,2954.0
2020-08-31,flights,3008.0
2020-09-01,flights,2702.0
2020-09-02,flights,2576.0
2020-09-03,flights,2726.0
2020-09-04,flights,3053.0
2020-09-05,flights,2608.0
2020-09-06,flights,2827.0
2020-09-07,flights,2758.0
2020-09-08,flights,2444.0
2020-09-09,flights,2508.0
2020-09-10,flights,2653.0
2020-09-11,flights,3112.0
2020-09-12,flights,2513.0
2020-09-13,flights,2778.0
2020-09-14,flights,2754.0
2020-09-15,flights,2437.0
2020-09-16,flights,2481.0
2020-09-17,flights,2689.0
2020-09-18,flights,3068.0
2020-09-19,flights,2454.0
2020-09-20,flights,2771.0
2020-09-21,flights,2716.0
2020-09-22,flights,2373.0
2020-09-23,flights,2409.0
2020-09-24,flights,2595.0
2020-09-25,flights,2979.0
2020-09-26,flights,2433.0
2020-09-27,flights,2693.0
2020-09-28,flights,2688.0
2020-09-29,flights,2330.0
2020-09-30,flights,2308.0
2020-10-01,flights,2357.0
2020-10-02,flights,2787.0
2020-10-03,flights,2255.0
2020-10-04,flights,2430.0
2020-10-05,flights,2459.0
2020-10-06,flights,2096.0
2020-10-07,flights,2137.0
2020-10-08,flights,2308.0
2020-10-09,flights,2689.0
2020-10-10,flights,2127.0
2020-10-11,flights,2315.0
2020-10-12,flights,2284.0
2020-10-13,flights,1902.0
2020-10-14,flights,1984.0
2020-10-15,flights,2144.0
2020-10-16,flights,2663.0
2020-10-17,flights,2166.0
2020-10-18,flights,2231.0
2020-10-19,flights,2109.0
2020-10-20,flights,1767.0
2020-10-21,flights,1834.0
2020-10-22,flights,2022.0
2020-10-23,flights,2408.0
2020-10-24,flights,2028.0
2020-10-25,flights,2238.0
2020-10-26,flights,2148.0
2020-10-27,flights,1753.0
2020-10-28,flights,1833.0
2020-10-29,flights,2028.0
2020-10-30,flights,2497.0
2020-10-31,flights,2021.0
2020-11-01,flights,2259.0
2020-11-02,flights,2034.0
2020-11-03,flights,1716.0
2020-11-04,flights,1825.0
2020-11-05,flights,1649.0
2020-11-06,flights,1954.0
2020-11-07,flights,1403.0
