Date,Periodicity,Gas price
01/12/2018,Preceding seven-day rolling average,2.1919
02/12/2018,Actual day,2.1606
02/12/2018,Preceding seven-day rolling average,2.1924
03/12/2018,Actual day,2.2493
03/12/2018,Preceding seven-day rolling average,2.1833
04/12/2018,Actual day,2.25
04/12/2018,Preceding seven-day rolling average,2.193
05/12/2018,Actual day,2.2114
05/12/2018,Preceding seven-day rolling average,2.1936
06/12/2018,Actual day,2.0418
06/12/2018,Preceding seven-day rolling average,2.201
07/12/2018,Actual day,1.9987
07/12/2018,Preceding seven-day rolling average,2.1862
08/12/2018,Actual day,2.0286
08/12/2018,Preceding seven-day rolling average,2.1638
09/12/2018,Actual day,2.0866
09/12/2018,Preceding seven-day rolling average,2.1343
10/12/2018,Actual day,2.1711
10/12/2018,Preceding seven-day rolling average,2.1238
11/12/2018,Actual day,2.1559
11/12/2018,Preceding seven-day rolling average,2.1126
12/12/2018,Actual day,2.2036
12/12/2018,Preceding seven-day rolling average,2.0992
13/12/2018,Actual day,2.2475
13/12/2018,Preceding seven-day rolling average,2.098
14/12/2018,Actual day,2.2741
14/12/2018,Preceding seven-day rolling average,2.1274
15/12/2018,Actual day,2.2785
15/12/2018,Preceding seven-day rolling average,2.1668
16/12/2018,Actual day,2.2617
16/12/2018,Preceding seven-day rolling average,2.2025
17/12/2018,Actual day,2.2563
17/12/2018,Preceding seven-day rolling average,2.2275
18/12/2018,Actual day,2.1725
18/12/2018,Preceding seven-day rolling average,2.2397
19/12/2018,Actual day,2.319
19/12/2018,Preceding seven-day rolling average,2.242
20/12/2018,Actual day,2.2769
20/12/2018,Preceding seven-day rolling average,2.2585
21/12/2018,Actual day,2.2589
21/12/2018,Preceding seven-day rolling average,2.2627
22/12/2018,Actual day,2.2631
22/12/2018,Preceding seven-day rolling average,2.2605
23/12/2018,Actual day,2.3111
23/12/2018,Preceding seven-day rolling average,2.2583
24/12/2018,Actual day,2.2742
24/12/2018,Preceding seven-day rolling average,2.2654
25/12/2018,Actual day,2.2258
25/12/2018,Preceding seven-day rolling average,2.268
26/12/2018,Actual day,2.1847
26/12/2018,Preceding seven-day rolling average,2.2756
27/12/2018,Actual day,2.1034
27/12/2018,Preceding seven-day rolling average,2.2564
28/12/2018,Actual day,2.0472
28/12/2018,Preceding seven-day rolling average,2.2316
29/12/2018,Actual day,1.9865
29/12/2018,Preceding seven-day rolling average,2.2014
30/12/2018,Actual day,1.9861
30/12/2018,Preceding seven-day rolling average,2.1618
31/12/2018,Actual day,1.6643
31/12/2018,Preceding seven-day rolling average,2.1154
01/01/2019,Actual day,1.7117
01/01/2019,Preceding seven-day rolling average,2.0283
02/01/2019,Actual day,2.0466
02/01/2019,Preceding seven-day rolling average,1.9548
03/01/2019,Actual day,2.0386
03/01/2019,Preceding seven-day rolling average,1.9351
04/01/2019,Actual day,2.0609
04/01/2019,Preceding seven-day rolling average,1.9259
05/01/2019,Actual day,2.0344
05/01/2019,Preceding seven-day rolling average,1.9278
06/01/2019,Actual day,1.9728
06/01/2019,Preceding seven-day rolling average,1.9347
07/01/2019,Actual day,1.8988
07/01/2019,Preceding seven-day rolling average,1.9328
08/01/2019,Actual day,1.9771
08/01/2019,Preceding seven-day rolling average,1.9663
09/01/2019,Actual day,1.9938
09/01/2019,Preceding seven-day rolling average,2.0042
10/01/2019,Actual day,2.0057
10/01/2019,Preceding seven-day rolling average,1.9966
11/01/2019,Actual day,2.0329
11/01/2019,Preceding seven-day rolling average,1.9919
12/01/2019,Actual day,1.9948
12/01/2019,Preceding seven-day rolling average,1.9879
13/01/2019,Actual day,1.98
13/01/2019,Preceding seven-day rolling average,1.9823
14/01/2019,Actual day,1.9492
14/01/2019,Preceding seven-day rolling average,1.9833
15/01/2019,Actual day,2.0323
15/01/2019,Preceding seven-day rolling average,1.9905
16/01/2019,Actual day,1.9955
16/01/2019,Preceding seven-day rolling average,1.9984
17/01/2019,Actual day,2.0734
17/01/2019,Preceding seven-day rolling average,1.9986
18/01/2019,Actual day,2.0448
18/01/2019,Preceding seven-day rolling average,2.0083
19/01/2019,Actual day,2.0659
19/01/2019,Preceding seven-day rolling average,2.01
20/01/2019,Actual day,2.047
20/01/2019,Preceding seven-day rolling average,2.0202
21/01/2019,Actual day,1.9914
21/01/2019,Preceding seven-day rolling average,2.0297
22/01/2019,Actual day,2.0389
22/01/2019,Preceding seven-day rolling average,2.0358
23/01/2019,Actual day,2.0627
23/01/2019,Preceding seven-day rolling average,2.0367
24/01/2019,Actual day,1.9758
24/01/2019,Preceding seven-day rolling average,2.0463
25/01/2019,Actual day,1.8397
25/01/2019,Preceding seven-day rolling average,2.0324
26/01/2019,Actual day,1.8227
26/01/2019,Preceding seven-day rolling average,2.0031
27/01/2019,Actual day,1.8841
27/01/2019,Preceding seven-day rolling average,1.9683
28/01/2019,Actual day,1.9115
28/01/2019,Preceding seven-day rolling average,1.945
29/01/2019,Actual day,1.8756
29/01/2019,Preceding seven-day rolling average,1.9336
30/01/2019,Actual day,1.8506
30/01/2019,Preceding seven-day rolling average,1.9103
31/01/2019,Actual day,1.8492
31/01/2019,Preceding seven-day rolling average,1.88
01/02/2019,Actual day,1.7255
01/02/2019,Preceding seven-day rolling average,1.8619
02/02/2019,Actual day,1.7323
02/02/2019,Preceding seven-day rolling average,1.8456
03/02/2019,Actual day,1.7307
03/02/2019,Preceding seven-day rolling average,1.8327
04/02/2019,Actual day,1.7374
04/02/2019,Preceding seven-day rolling average,1.8108
05/02/2019,Actual day,1.7363
05/02/2019,Preceding seven-day rolling average,1.7859
06/02/2019,Actual day,1.7247
06/02/2019,Preceding seven-day rolling average,1.766
07/02/2019,Actual day,1.727
07/02/2019,Preceding seven-day rolling average,1.748
08/02/2019,Actual day,1.6821
08/02/2019,Preceding seven-day rolling average,1.7306
09/02/2019,Actual day,1.6899
09/02/2019,Preceding seven-day rolling average,1.7244
10/02/2019,Actual day,1.674
10/02/2019,Preceding seven-day rolling average,1.7183
11/02/2019,Actual day,1.6249
11/02/2019,Preceding seven-day rolling average,1.7102
12/02/2019,Actual day,1.5849
12/02/2019,Preceding seven-day rolling average,1.6941
13/02/2019,Actual day,1.6059
13/02/2019,Preceding seven-day rolling average,1.6725
14/02/2019,Actual day,1.6229
14/02/2019,Preceding seven-day rolling average,1.6555
15/02/2019,Actual day,1.6025
15/02/2019,Preceding seven-day rolling average,1.6407
16/02/2019,Actual day,1.5973
16/02/2019,Preceding seven-day rolling average,1.6293
17/02/2019,Actual day,1.5957
17/02/2019,Preceding seven-day rolling average,1.6161
18/02/2019,Actual day,1.567
18/02/2019,Preceding seven-day rolling average,1.6049
19/02/2019,Actual day,1.5651
19/02/2019,Preceding seven-day rolling average,1.5966
20/02/2019,Actual day,1.5821
20/02/2019,Preceding seven-day rolling average,1.5938
21/02/2019,Actual day,1.5191
21/02/2019,Preceding seven-day rolling average,1.5904
22/02/2019,Actual day,1.5345
22/02/2019,Preceding seven-day rolling average,1.5755
23/02/2019,Actual day,1.5399
23/02/2019,Preceding seven-day rolling average,1.5658
24/02/2019,Actual day,1.5108
24/02/2019,Preceding seven-day rolling average,1.5576
25/02/2019,Actual day,1.4784
25/02/2019,Preceding seven-day rolling average,1.5455
26/02/2019,Actual day,1.4968
26/02/2019,Preceding seven-day rolling average,1.5328
27/02/2019,Actual day,1.5255
27/02/2019,Preceding seven-day rolling average,1.5231
28/02/2019,Actual day,1.5478
28/02/2019,Preceding seven-day rolling average,1.515
01/03/2019,Actual day,1.5132
01/03/2019,Preceding seven-day rolling average,1.5191
02/03/2019,Actual day,1.4875
02/03/2019,Preceding seven-day rolling average,1.5161
03/03/2019,Actual day,1.5103
03/03/2019,Preceding seven-day rolling average,1.5086
04/03/2019,Actual day,1.5038
04/03/2019,Preceding seven-day rolling average,1.5085
05/03/2019,Actual day,1.5007
05/03/2019,Preceding seven-day rolling average,1.5121
06/03/2019,Actual day,1.4481
06/03/2019,Preceding seven-day rolling average,1.5127
07/03/2019,Actual day,1.4699
07/03/2019,Preceding seven-day rolling average,1.5016
08/03/2019,Actual day,1.4874
08/03/2019,Preceding seven-day rolling average,1.4905
09/03/2019,Actual day,1.4784
09/03/2019,Preceding seven-day rolling average,1.4868
10/03/2019,Actual day,1.4828
10/03/2019,Preceding seven-day rolling average,1.4855
11/03/2019,Actual day,1.4421
11/03/2019,Preceding seven-day rolling average,1.4816
12/03/2019,Actual day,1.423
12/03/2019,Preceding seven-day rolling average,1.4728
13/03/2019,Actual day,1.3679
13/03/2019,Preceding seven-day rolling average,1.4617
14/03/2019,Actual day,1.3439
14/03/2019,Preceding seven-day rolling average,1.4502
15/03/2019,Actual day,1.272
15/03/2019,Preceding seven-day rolling average,1.4322
16/03/2019,Actual day,1.2988
16/03/2019,Preceding seven-day rolling average,1.4014
17/03/2019,Actual day,1.3081
17/03/2019,Preceding seven-day rolling average,1.3758
18/03/2019,Actual day,1.3712
18/03/2019,Preceding seven-day rolling average,1.3508
19/03/2019,Actual day,1.2789
19/03/2019,Preceding seven-day rolling average,1.3407
20/03/2019,Actual day,1.2938
20/03/2019,Preceding seven-day rolling average,1.3201
21/03/2019,Actual day,1.2871
21/03/2019,Preceding seven-day rolling average,1.3095
22/03/2019,Actual day,1.2716
22/03/2019,Preceding seven-day rolling average,1.3014
23/03/2019,Actual day,1.2217
23/03/2019,Preceding seven-day rolling average,1.3014
24/03/2019,Actual day,1.2031
24/03/2019,Preceding seven-day rolling average,1.2903
25/03/2019,Actual day,1.1921
25/03/2019,Preceding seven-day rolling average,1.2753
26/03/2019,Actual day,1.2404
26/03/2019,Preceding seven-day rolling average,1.2498
27/03/2019,Actual day,1.2933
27/03/2019,Preceding seven-day rolling average,1.2443
28/03/2019,Actual day,1.2179
28/03/2019,Preceding seven-day rolling average,1.2442
29/03/2019,Actual day,1.1691
29/03/2019,Preceding seven-day rolling average,1.2343
30/03/2019,Actual day,1.179
30/03/2019,Preceding seven-day rolling average,1.2197
31/03/2019,Actual day,1.1747
31/03/2019,Preceding seven-day rolling average,1.2136
01/04/2019,Actual day,1.1259
01/04/2019,Preceding seven-day rolling average,1.2095
02/04/2019,Actual day,1.089
02/04/2019,Preceding seven-day rolling average,1.2
03/04/2019,Actual day,1.1496
03/04/2019,Preceding seven-day rolling average,1.1784
04/04/2019,Actual day,1.2553
04/04/2019,Preceding seven-day rolling average,1.1579
05/04/2019,Actual day,1.3466
05/04/2019,Preceding seven-day rolling average,1.1632
06/04/2019,Actual day,1.3915
06/04/2019,Preceding seven-day rolling average,1.1886
07/04/2019,Actual day,1.3902
07/04/2019,Preceding seven-day rolling average,1.2189
08/04/2019,Actual day,1.3304
08/04/2019,Preceding seven-day rolling average,1.2497
09/04/2019,Actual day,1.4667
09/04/2019,Preceding seven-day rolling average,1.2789
10/04/2019,Actual day,1.3825
10/04/2019,Preceding seven-day rolling average,1.3329
11/04/2019,Actual day,1.3714
11/04/2019,Preceding seven-day rolling average,1.3662
12/04/2019,Actual day,1.4185
12/04/2019,Preceding seven-day rolling average,1.3828
13/04/2019,Actual day,1.3059
13/04/2019,Preceding seven-day rolling average,1.393
14/04/2019,Actual day,1.3043
14/04/2019,Preceding seven-day rolling average,1.3808
15/04/2019,Actual day,1.2642
15/04/2019,Preceding seven-day rolling average,1.3685
16/04/2019,Actual day,1.3004
16/04/2019,Preceding seven-day rolling average,1.3591
17/04/2019,Actual day,1.2733
17/04/2019,Preceding seven-day rolling average,1.3353
18/04/2019,Actual day,1.2603
18/04/2019,Preceding seven-day rolling average,1.3197
19/04/2019,Actual day,1.2038
19/04/2019,Preceding seven-day rolling average,1.3038
20/04/2019,Actual day,1.1897
20/04/2019,Preceding seven-day rolling average,1.2732
21/04/2019,Actual day,1.092
21/04/2019,Preceding seven-day rolling average,1.2566
22/04/2019,Actual day,1.0526
22/04/2019,Preceding seven-day rolling average,1.2262
23/04/2019,Actual day,0.9021
23/04/2019,Preceding seven-day rolling average,1.196
24/04/2019,Actual day,1.0743
24/04/2019,Preceding seven-day rolling average,1.1391
25/04/2019,Actual day,1.1047
25/04/2019,Preceding seven-day rolling average,1.1107
26/04/2019,Actual day,1.1246
26/04/2019,Preceding seven-day rolling average,1.0885
27/04/2019,Actual day,1.1069
27/04/2019,Preceding seven-day rolling average,1.0771
28/04/2019,Actual day,1.1622
28/04/2019,Preceding seven-day rolling average,1.0653
29/04/2019,Actual day,1.1562
29/04/2019,Preceding seven-day rolling average,1.0753
30/04/2019,Actual day,1.1637
30/04/2019,Preceding seven-day rolling average,1.0901
01/05/2019,Actual day,1.1298
01/05/2019,Preceding seven-day rolling average,1.1275
02/05/2019,Actual day,1.1805
02/05/2019,Preceding seven-day rolling average,1.1354
03/05/2019,Actual day,1.1999
03/05/2019,Preceding seven-day rolling average,1.1463
04/05/2019,Actual day,1.1561
04/05/2019,Preceding seven-day rolling average,1.157
05/05/2019,Actual day,1.1685
05/05/2019,Preceding seven-day rolling average,1.1641
06/05/2019,Actual day,1.2208
06/05/2019,Preceding seven-day rolling average,1.165
07/05/2019,Actual day,1.146
07/05/2019,Preceding seven-day rolling average,1.1742
08/05/2019,Actual day,1.2408
08/05/2019,Preceding seven-day rolling average,1.1717
09/05/2019,Actual day,1.3802
09/05/2019,Preceding seven-day rolling average,1.1875
10/05/2019,Actual day,1.3049
10/05/2019,Preceding seven-day rolling average,1.216
11/05/2019,Actual day,1.25
11/05/2019,Preceding seven-day rolling average,1.231
12/05/2019,Actual day,1.1693
12/05/2019,Preceding seven-day rolling average,1.2445
13/05/2019,Actual day,1.0213
13/05/2019,Preceding seven-day rolling average,1.2446
14/05/2019,Actual day,1.0517
14/05/2019,Preceding seven-day rolling average,1.2161
15/05/2019,Actual day,1.1132
15/05/2019,Preceding seven-day rolling average,1.2026
16/05/2019,Actual day,0.9531
16/05/2019,Preceding seven-day rolling average,1.1844
17/05/2019,Actual day,1.1092
17/05/2019,Preceding seven-day rolling average,1.1234
18/05/2019,Actual day,1.089
18/05/2019,Preceding seven-day rolling average,1.0954
19/05/2019,Actual day,1.0866
19/05/2019,Preceding seven-day rolling average,1.0724
20/05/2019,Actual day,1.0674
20/05/2019,Preceding seven-day rolling average,1.0606
21/05/2019,Actual day,1.018
21/05/2019,Preceding seven-day rolling average,1.0672
22/05/2019,Actual day,1.0153
22/05/2019,Preceding seven-day rolling average,1.0624
23/05/2019,Actual day,0.9913
23/05/2019,Preceding seven-day rolling average,1.0484
24/05/2019,Actual day,1.0075
24/05/2019,Preceding seven-day rolling average,1.0538
25/05/2019,Actual day,1.0058
25/05/2019,Preceding seven-day rolling average,1.0393
26/05/2019,Actual day,0.9711
26/05/2019,Preceding seven-day rolling average,1.0274
27/05/2019,Actual day,1.0225
27/05/2019,Preceding seven-day rolling average,1.0109
28/05/2019,Actual day,1.0455
28/05/2019,Preceding seven-day rolling average,1.0045
29/05/2019,Actual day,1.0145
29/05/2019,Preceding seven-day rolling average,1.0084
30/05/2019,Actual day,0.9717
30/05/2019,Preceding seven-day rolling average,1.0083
31/05/2019,Actual day,0.9286
31/05/2019,Preceding seven-day rolling average,1.0055
01/06/2019,Actual day,0.9199
01/06/2019,Preceding seven-day rolling average,0.9942
02/06/2019,Actual day,0.8734
02/06/2019,Preceding seven-day rolling average,0.982
03/06/2019,Actual day,0.9033
03/06/2019,Preceding seven-day rolling average,0.968
04/06/2019,Actual day,1.0067
04/06/2019,Preceding seven-day rolling average,0.951
05/06/2019,Actual day,0.9569
05/06/2019,Preceding seven-day rolling average,0.9454
06/06/2019,Actual day,0.9213
06/06/2019,Preceding seven-day rolling average,0.9372
07/06/2019,Actual day,0.9964
07/06/2019,Preceding seven-day rolling average,0.93
08/06/2019,Actual day,1.0076
08/06/2019,Preceding seven-day rolling average,0.9397
09/06/2019,Actual day,1.017
09/06/2019,Preceding seven-day rolling average,0.9522
10/06/2019,Actual day,1.0515
10/06/2019,Preceding seven-day rolling average,0.9727
11/06/2019,Actual day,1.0012
11/06/2019,Preceding seven-day rolling average,0.9939
12/06/2019,Actual day,1.0215
12/06/2019,Preceding seven-day rolling average,0.9931
13/06/2019,Actual day,1.0758
13/06/2019,Preceding seven-day rolling average,1.0024
14/06/2019,Actual day,1.0567
14/06/2019,Preceding seven-day rolling average,1.0244
15/06/2019,Actual day,1.0507
15/06/2019,Preceding seven-day rolling average,1.033
16/06/2019,Actual day,1.0041
16/06/2019,Preceding seven-day rolling average,1.0392
17/06/2019,Actual day,1.0661
17/06/2019,Preceding seven-day rolling average,1.0374
18/06/2019,Actual day,1.0362
18/06/2019,Preceding seven-day rolling average,1.0394
19/06/2019,Actual day,0.9709
19/06/2019,Preceding seven-day rolling average,1.0444
20/06/2019,Actual day,0.9589
20/06/2019,Preceding seven-day rolling average,1.0372
21/06/2019,Actual day,0.9327
21/06/2019,Preceding seven-day rolling average,1.0205
22/06/2019,Actual day,0.9785
22/06/2019,Preceding seven-day rolling average,1.0028
23/06/2019,Actual day,0.9629
23/06/2019,Preceding seven-day rolling average,0.9925
24/06/2019,Actual day,0.9406
24/06/2019,Preceding seven-day rolling average,0.9866
25/06/2019,Actual day,0.9108
25/06/2019,Preceding seven-day rolling average,0.9687
26/06/2019,Actual day,0.8673
26/06/2019,Preceding seven-day rolling average,0.9508
27/06/2019,Actual day,0.807
27/06/2019,Preceding seven-day rolling average,0.936
28/06/2019,Actual day,0.8484
28/06/2019,Preceding seven-day rolling average,0.9143
29/06/2019,Actual day,0.8709
29/06/2019,Preceding seven-day rolling average,0.9022
30/06/2019,Actual day,0.8559
30/06/2019,Preceding seven-day rolling average,0.8868
01/07/2019,Actual day,0.9051
01/07/2019,Preceding seven-day rolling average,0.8716
02/07/2019,Actual day,0.9582
02/07/2019,Preceding seven-day rolling average,0.8665
03/07/2019,Actual day,0.9498
03/07/2019,Preceding seven-day rolling average,0.8733
04/07/2019,Actual day,0.9474
04/07/2019,Preceding seven-day rolling average,0.885
05/07/2019,Actual day,1.0443
05/07/2019,Preceding seven-day rolling average,0.9051
06/07/2019,Actual day,1.0381
06/07/2019,Preceding seven-day rolling average,0.9331
07/07/2019,Actual day,0.9965
07/07/2019,Preceding seven-day rolling average,0.9569
08/07/2019,Actual day,1.0559
08/07/2019,Preceding seven-day rolling average,0.9714
09/07/2019,Actual day,1.0836
09/07/2019,Preceding seven-day rolling average,0.9986
10/07/2019,Actual day,1.1846
10/07/2019,Preceding seven-day rolling average,1.0165
11/07/2019,Actual day,1.2462
11/07/2019,Preceding seven-day rolling average,1.0501
12/07/2019,Actual day,1.1745
12/07/2019,Preceding seven-day rolling average,1.0927
13/07/2019,Actual day,1.2265
13/07/2019,Preceding seven-day rolling average,1.1113
14/07/2019,Actual day,1.2226
14/07/2019,Preceding seven-day rolling average,1.1383
15/07/2019,Actual day,1.1718
15/07/2019,Preceding seven-day rolling average,1.1706
16/07/2019,Actual day,1.1052
16/07/2019,Preceding seven-day rolling average,1.1871
17/07/2019,Actual day,1.0716
17/07/2019,Preceding seven-day rolling average,1.1902
18/07/2019,Actual day,1.0079
18/07/2019,Preceding seven-day rolling average,1.1741
19/07/2019,Actual day,1.0015
19/07/2019,Preceding seven-day rolling average,1.14
20/07/2019,Actual day,0.9578
20/07/2019,Preceding seven-day rolling average,1.1153
21/07/2019,Actual day,0.9409
21/07/2019,Preceding seven-day rolling average,1.0769
22/07/2019,Actual day,0.933
22/07/2019,Preceding seven-day rolling average,1.0367
23/07/2019,Actual day,1.018
23/07/2019,Preceding seven-day rolling average,1.0026
24/07/2019,Actual day,0.9635
24/07/2019,Preceding seven-day rolling average,0.9901
25/07/2019,Actual day,0.9319
25/07/2019,Preceding seven-day rolling average,0.9747
26/07/2019,Actual day,0.9476
26/07/2019,Preceding seven-day rolling average,0.9638
27/07/2019,Actual day,0.9217
27/07/2019,Preceding seven-day rolling average,0.9561
28/07/2019,Actual day,0.9039
28/07/2019,Preceding seven-day rolling average,0.9509
29/07/2019,Actual day,0.9295
29/07/2019,Preceding seven-day rolling average,0.9457
30/07/2019,Actual day,0.905
30/07/2019,Preceding seven-day rolling average,0.9452
31/07/2019,Actual day,0.9305
31/07/2019,Preceding seven-day rolling average,0.929
01/08/2019,Actual day,1.0863
01/08/2019,Preceding seven-day rolling average,0.9243
02/08/2019,Actual day,1.0983
02/08/2019,Preceding seven-day rolling average,0.9464
03/08/2019,Actual day,1.1027
03/08/2019,Preceding seven-day rolling average,0.9679
04/08/2019,Actual day,1.0704
04/08/2019,Preceding seven-day rolling average,0.9937
05/08/2019,Actual day,0.9313
05/08/2019,Preceding seven-day rolling average,1.0175
06/08/2019,Actual day,0.8644
06/08/2019,Preceding seven-day rolling average,1.0178
07/08/2019,Actual day,0.9436
07/08/2019,Preceding seven-day rolling average,1.012
08/08/2019,Actual day,0.9905
08/08/2019,Preceding seven-day rolling average,1.0139
09/08/2019,Actual day,0.9864
09/08/2019,Preceding seven-day rolling average,1.0002
10/08/2019,Actual day,0.9939
10/08/2019,Preceding seven-day rolling average,0.9842
11/08/2019,Actual day,1.0135
11/08/2019,Preceding seven-day rolling average,0.9686
12/08/2019,Actual day,1.0248
12/08/2019,Preceding seven-day rolling average,0.9605
13/08/2019,Actual day,1.018
13/08/2019,Preceding seven-day rolling average,0.9739
14/08/2019,Actual day,0.9513
14/08/2019,Preceding seven-day rolling average,0.9958
15/08/2019,Actual day,0.8841
15/08/2019,Preceding seven-day rolling average,0.9969
16/08/2019,Actual day,0.9523
16/08/2019,Preceding seven-day rolling average,0.9817
17/08/2019,Actual day,0.9227
17/08/2019,Preceding seven-day rolling average,0.9768
18/08/2019,Actual day,0.9166
18/08/2019,Preceding seven-day rolling average,0.9667
19/08/2019,Actual day,0.8947
19/08/2019,Preceding seven-day rolling average,0.9528
20/08/2019,Actual day,0.9883
20/08/2019,Preceding seven-day rolling average,0.9342
21/08/2019,Actual day,0.9749
21/08/2019,Preceding seven-day rolling average,0.93
22/08/2019,Actual day,0.9932
22/08/2019,Preceding seven-day rolling average,0.9334
23/08/2019,Actual day,0.7797
23/08/2019,Preceding seven-day rolling average,0.949
24/08/2019,Actual day,0.8808
24/08/2019,Preceding seven-day rolling average,0.9243
25/08/2019,Actual day,0.8504
25/08/2019,Preceding seven-day rolling average,0.9183
26/08/2019,Actual day,0.9802
26/08/2019,Preceding seven-day rolling average,0.9089
27/08/2019,Actual day,0.9822
27/08/2019,Preceding seven-day rolling average,0.9211
28/08/2019,Actual day,0.9155
28/08/2019,Preceding seven-day rolling average,0.9202
29/08/2019,Actual day,0.8845
29/08/2019,Preceding seven-day rolling average,0.9117
30/08/2019,Actual day,0.8749
30/08/2019,Preceding seven-day rolling average,0.8962
31/08/2019,Actual day,0.9053
31/08/2019,Preceding seven-day rolling average,0.9098
01/09/2019,Actual day,0.8736
01/09/2019,Preceding seven-day rolling average,0.9133
02/09/2019,Actual day,0.6779
02/09/2019,Preceding seven-day rolling average,0.9166
03/09/2019,Actual day,0.6848
03/09/2019,Preceding seven-day rolling average,0.8734
04/09/2019,Actual day,0.6656
04/09/2019,Preceding seven-day rolling average,0.8309
05/09/2019,Actual day,0.6855
05/09/2019,Preceding seven-day rolling average,0.7952
06/09/2019,Actual day,0.8743
06/09/2019,Preceding seven-day rolling average,0.7668
07/09/2019,Actual day,0.8775
07/09/2019,Preceding seven-day rolling average,0.7667
08/09/2019,Actual day,0.8986
08/09/2019,Preceding seven-day rolling average,0.7627
09/09/2019,Actual day,0.8808
09/09/2019,Preceding seven-day rolling average,0.7663
10/09/2019,Actual day,0.9113
10/09/2019,Preceding seven-day rolling average,0.7953
11/09/2019,Actual day,0.8719
11/09/2019,Preceding seven-day rolling average,0.8277
12/09/2019,Actual day,1.023
12/09/2019,Preceding seven-day rolling average,0.8571
13/09/2019,Actual day,0.9909
13/09/2019,Preceding seven-day rolling average,0.9053
14/09/2019,Actual day,1.0451
14/09/2019,Preceding seven-day rolling average,0.922
15/09/2019,Actual day,1.0584
15/09/2019,Preceding seven-day rolling average,0.9459
16/09/2019,Actual day,1.056
16/09/2019,Preceding seven-day rolling average,0.9688
17/09/2019,Actual day,0.8759
17/09/2019,Preceding seven-day rolling average,0.9938
18/09/2019,Actual day,0.8965
18/09/2019,Preceding seven-day rolling average,0.9887
19/09/2019,Actual day,0.8168
19/09/2019,Preceding seven-day rolling average,0.9923
20/09/2019,Actual day,0.856
20/09/2019,Preceding seven-day rolling average,0.9628
21/09/2019,Actual day,0.8681
21/09/2019,Preceding seven-day rolling average,0.9435
22/09/2019,Actual day,0.906
22/09/2019,Preceding seven-day rolling average,0.9182
23/09/2019,Actual day,0.8534
23/09/2019,Preceding seven-day rolling average,0.8965
24/09/2019,Actual day,0.9043
24/09/2019,Preceding seven-day rolling average,0.8675
25/09/2019,Actual day,0.8538
25/09/2019,Preceding seven-day rolling average,0.8716
26/09/2019,Actual day,0.8219
26/09/2019,Preceding seven-day rolling average,0.8655
27/09/2019,Actual day,0.8732
27/09/2019,Preceding seven-day rolling average,0.8662
28/09/2019,Actual day,0.8849
28/09/2019,Preceding seven-day rolling average,0.8687
29/09/2019,Actual day,0.8935
29/09/2019,Preceding seven-day rolling average,0.8711
30/09/2019,Actual day,0.779
30/09/2019,Preceding seven-day rolling average,0.8693
01/10/2019,Actual day,0.9101
01/10/2019,Preceding seven-day rolling average,0.8587
02/10/2019,Actual day,0.9329
02/10/2019,Preceding seven-day rolling average,0.8595
03/10/2019,Actual day,1.127
03/10/2019,Preceding seven-day rolling average,0.8708
04/10/2019,Actual day,1.0364
04/10/2019,Preceding seven-day rolling average,0.9144
05/10/2019,Actual day,0.9742
05/10/2019,Preceding seven-day rolling average,0.9377
06/10/2019,Actual day,0.9568
06/10/2019,Preceding seven-day rolling average,0.9504
07/10/2019,Actual day,0.9209
07/10/2019,Preceding seven-day rolling average,0.9595
08/10/2019,Actual day,0.8637
08/10/2019,Preceding seven-day rolling average,0.9798
09/10/2019,Actual day,0.745
09/10/2019,Preceding seven-day rolling average,0.9731
10/10/2019,Actual day,0.8023
10/10/2019,Preceding seven-day rolling average,0.9463
11/10/2019,Actual day,0.8277
11/10/2019,Preceding seven-day rolling average,0.8999
12/10/2019,Actual day,0.886
12/10/2019,Preceding seven-day rolling average,0.8701
13/10/2019,Actual day,0.8606
13/10/2019,Preceding seven-day rolling average,0.8575
14/10/2019,Actual day,1.01
14/10/2019,Preceding seven-day rolling average,0.8437
15/10/2019,Actual day,0.9678
15/10/2019,Preceding seven-day rolling average,0.8565
16/10/2019,Actual day,0.8914
16/10/2019,Preceding seven-day rolling average,0.8713
17/10/2019,Actual day,0.9677
17/10/2019,Preceding seven-day rolling average,0.8923
18/10/2019,Actual day,1.0209
18/10/2019,Preceding seven-day rolling average,0.9159
19/10/2019,Actual day,0.9219
19/10/2019,Preceding seven-day rolling average,0.9435
20/10/2019,Actual day,0.8556
20/10/2019,Preceding seven-day rolling average,0.9486
21/10/2019,Actual day,0.8022
21/10/2019,Preceding seven-day rolling average,0.9479
22/10/2019,Actual day,0.8937
22/10/2019,Preceding seven-day rolling average,0.9182
23/10/2019,Actual day,0.9715
23/10/2019,Preceding seven-day rolling average,0.9076
24/10/2019,Actual day,1.0059
24/10/2019,Preceding seven-day rolling average,0.9191
25/10/2019,Actual day,1.0181
25/10/2019,Preceding seven-day rolling average,0.9245
26/10/2019,Actual day,0.8021
26/10/2019,Preceding seven-day rolling average,0.9241
27/10/2019,Actual day,0.6976
27/10/2019,Preceding seven-day rolling average,0.907
28/10/2019,Actual day,0.932
28/10/2019,Preceding seven-day rolling average,0.8844
29/10/2019,Actual day,0.8794
29/10/2019,Preceding seven-day rolling average,0.903
30/10/2019,Actual day,0.7759
30/10/2019,Preceding seven-day rolling average,0.9009
31/10/2019,Actual day,0.9161
